ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
145,USTAR_VUT,USTAR_PERCENTILE,21.25,2020
145,USTAR_VUT,USTAR_THRESHOLD,0.122309,2020
146,USTAR_VUT,USTAR_PERCENTILE,23.75,2020
146,USTAR_VUT,USTAR_THRESHOLD,0.123315,2020
147,USTAR_VUT,USTAR_PERCENTILE,26.25,2020
147,USTAR_VUT,USTAR_THRESHOLD,0.12471,2020
148,USTAR_VUT,USTAR_PERCENTILE,28.75,2020
148,USTAR_VUT,USTAR_THRESHOLD,0.12744,2020
149,USTAR_VUT,USTAR_PERCENTILE,31.25,2020
149,USTAR_VUT,USTAR_THRESHOLD,0.128681,2020
150,USTAR_VUT,USTAR_PERCENTILE,33.75,2020
150,USTAR_VUT,USTAR_THRESHOLD,0.131005,2020
151,USTAR_VUT,USTAR_PERCENTILE,36.25,2020
151,USTAR_VUT,USTAR_THRESHOLD,0.132875,2020
152,USTAR_VUT,USTAR_PERCENTILE,38.75,2020
152,USTAR_VUT,USTAR_THRESHOLD,0.133598,2020
153,USTAR_VUT,USTAR_PERCENTILE,41.25,2020
153,USTAR_VUT,USTAR_THRESHOLD,0.135443,2020
154,USTAR_VUT,USTAR_PERCENTILE,43.75,2020
154,USTAR_VUT,USTAR_THRESHOLD,0.136804,2020
155,USTAR_VUT,USTAR_PERCENTILE,46.25,2020
155,USTAR_VUT,USTAR_THRESHOLD,0.137696,2020
156,USTAR_VUT,USTAR_PERCENTILE,48.75,2020
156,USTAR_VUT,USTAR_THRESHOLD,0.138921,2020
157,USTAR_VUT,USTAR_PERCENTILE,50.00,2020
157,USTAR_VUT,USTAR_THRESHOLD,0.139497,2020
158,USTAR_VUT,USTAR_PERCENTILE,51.25,2020
158,USTAR_VUT,USTAR_THRESHOLD,0.140455,2020
159,USTAR_VUT,USTAR_PERCENTILE,53.75,2020
159,USTAR_VUT,USTAR_THRESHOLD,0.14205,2020
160,USTAR_VUT,USTAR_PERCENTILE,56.25,2020
160,USTAR_VUT,USTAR_THRESHOLD,0.143014,2020
161,USTAR_VUT,USTAR_PERCENTILE,58.75,2020
161,USTAR_VUT,USTAR_THRESHOLD,0.145787,2020
162,USTAR_VUT,USTAR_PERCENTILE,61.25,2020
162,USTAR_VUT,USTAR_THRESHOLD,0.147898,2020
163,USTAR_VUT,USTAR_PERCENTILE,63.75,2020
163,USTAR_VUT,USTAR_THRESHOLD,0.149625,2020
164,USTAR_VUT,USTAR_PERCENTILE,66.25,2020
164,USTAR_VUT,USTAR_THRESHOLD,0.15323,2020
165,USTAR_VUT,USTAR_PERCENTILE,68.75,2020
165,USTAR_VUT,USTAR_THRESHOLD,0.156109,2020
166,USTAR_VUT,USTAR_PERCENTILE,71.25,2020
166,USTAR_VUT,USTAR_THRESHOLD,0.157967,2020
167,USTAR_VUT,USTAR_PERCENTILE,73.75,2020
167,USTAR_VUT,USTAR_THRESHOLD,0.159255,2020
168,USTAR_VUT,USTAR_PERCENTILE,76.25,2020
168,USTAR_VUT,USTAR_THRESHOLD,0.161008,2020
169,USTAR_VUT,USTAR_PERCENTILE,78.75,2020
169,USTAR_VUT,USTAR_THRESHOLD,0.164498,2020
170,USTAR_VUT,USTAR_PERCENTILE,81.25,2020
170,USTAR_VUT,USTAR_THRESHOLD,0.169715,2020
171,USTAR_VUT,USTAR_PERCENTILE,83.75,2020
171,USTAR_VUT,USTAR_THRESHOLD,0.174362,2020
172,USTAR_VUT,USTAR_PERCENTILE,86.25,2020
172,USTAR_VUT,USTAR_THRESHOLD,0.182814,2020
173,USTAR_VUT,USTAR_PERCENTILE,88.75,2020
173,USTAR_VUT,USTAR_THRESHOLD,0.185576,2020
174,USTAR_VUT,USTAR_PERCENTILE,91.25,2020
174,USTAR_VUT,USTAR_THRESHOLD,0.202383,2020
175,USTAR_VUT,USTAR_PERCENTILE,93.75,2020
175,USTAR_VUT,USTAR_THRESHOLD,0.210579,2020
176,USTAR_VUT,USTAR_PERCENTILE,96.25,2020
176,USTAR_VUT,USTAR_THRESHOLD,0.228086,2020
177,USTAR_VUT,USTAR_PERCENTILE,98.75,2020
177,USTAR_VUT,USTAR_THRESHOLD,0.260266,2020
178,USTAR_VUT,USTAR_PERCENTILE,1.25,2021
178,USTAR_VUT,USTAR_THRESHOLD,0.0795285,2021
179,USTAR_VUT,USTAR_PERCENTILE,3.75,2021
179,USTAR_VUT,USTAR_THRESHOLD,0.0973485,2021
180,USTAR_VUT,USTAR_PERCENTILE,6.25,2021
180,USTAR_VUT,USTAR_THRESHOLD,0.103429,2021
181,USTAR_VUT,USTAR_PERCENTILE,8.75,2021
181,USTAR_VUT,USTAR_THRESHOLD,0.110726,2021
182,USTAR_VUT,USTAR_PERCENTILE,11.25,2021
182,USTAR_VUT,USTAR_THRESHOLD,0.115495,2021
183,USTAR_VUT,USTAR_PERCENTILE,13.75,2021
183,USTAR_VUT,USTAR_THRESHOLD,0.11725,2021
184,USTAR_VUT,USTAR_PERCENTILE,16.25,2021
184,USTAR_VUT,USTAR_THRESHOLD,0.119032,2021
185,USTAR_VUT,USTAR_PERCENTILE,18.75,2021
185,USTAR_VUT,USTAR_THRESHOLD,0.121733,2021
186,USTAR_VUT,USTAR_PERCENTILE,21.25,2021
186,USTAR_VUT,USTAR_THRESHOLD,0.12276,2021
187,USTAR_VUT,USTAR_PERCENTILE,23.75,2021
187,USTAR_VUT,USTAR_THRESHOLD,0.124365,2021
188,USTAR_VUT,USTAR_PERCENTILE,26.25,2021
188,USTAR_VUT,USTAR_THRESHOLD,0.126401,2021
189,USTAR_VUT,USTAR_PERCENTILE,28.75,2021
189,USTAR_VUT,USTAR_THRESHOLD,0.12744,2021
190,USTAR_VUT,USTAR_PERCENTILE,31.25,2021
190,USTAR_VUT,USTAR_THRESHOLD,0.128132,2021
191,USTAR_VUT,USTAR_PERCENTILE,33.75,2021
191,USTAR_VUT,USTAR_THRESHOLD,0.128708,2021
192,USTAR_VUT,USTAR_PERCENTILE,36.25,2021
192,USTAR_VUT,USTAR_THRESHOLD,0.129946,2021
193,USTAR_VUT,USTAR_PERCENTILE,38.75,2021
193,USTAR_VUT,USTAR_THRESHOLD,0.131474,2021
194,USTAR_VUT,USTAR_PERCENTILE,41.25,2021
194,USTAR_VUT,USTAR_THRESHOLD,0.133266,2021
195,USTAR_VUT,USTAR_PERCENTILE,43.75,2021
195,USTAR_VUT,USTAR_THRESHOLD,0.1339,2021
196,USTAR_VUT,USTAR_PERCENTILE,46.25,2021
196,USTAR_VUT,USTAR_THRESHOLD,0.134091,2021
197,USTAR_VUT,USTAR_PERCENTILE,48.75,2021
197,USTAR_VUT,USTAR_THRESHOLD,0.136804,2021
198,USTAR_VUT,USTAR_PERCENTILE,50.00,2021
198,USTAR_VUT,USTAR_THRESHOLD,0.137175,2021
199,USTAR_VUT,USTAR_PERCENTILE,51.25,2021
199,USTAR_VUT,USTAR_THRESHOLD,0.137696,2021
200,USTAR_VUT,USTAR_PERCENTILE,53.75,2021
200,USTAR_VUT,USTAR_THRESHOLD,0.138756,2021
201,USTAR_VUT,USTAR_PERCENTILE,56.25,2021
201,USTAR_VUT,USTAR_THRESHOLD,0.139323,2021
202,USTAR_VUT,USTAR_PERCENTILE,58.75,2021
202,USTAR_VUT,USTAR_THRESHOLD,0.140455,2021
203,USTAR_VUT,USTAR_PERCENTILE,61.25,2021
203,USTAR_VUT,USTAR_THRESHOLD,0.142744,2021
204,USTAR_VUT,USTAR_PERCENTILE,63.75,2021
204,USTAR_VUT,USTAR_THRESHOLD,0.146563,2021
205,USTAR_VUT,USTAR_PERCENTILE,66.25,2021
205,USTAR_VUT,USTAR_THRESHOLD,0.147898,2021
206,USTAR_VUT,USTAR_PERCENTILE,68.75,2021
206,USTAR_VUT,USTAR_THRESHOLD,0.149625,2021
207,USTAR_VUT,USTAR_PERCENTILE,71.25,2021
207,USTAR_VUT,USTAR_THRESHOLD,0.152902,2021
208,USTAR_VUT,USTAR_PERCENTILE,73.75,2021
208,USTAR_VUT,USTAR_THRESHOLD,0.154934,2021
209,USTAR_VUT,USTAR_PERCENTILE,76.25,2021
209,USTAR_VUT,USTAR_THRESHOLD,0.15743,2021
210,USTAR_VUT,USTAR_PERCENTILE,78.75,2021
210,USTAR_VUT,USTAR_THRESHOLD,0.159255,2021
211,USTAR_VUT,USTAR_PERCENTILE,81.25,2021
211,USTAR_VUT,USTAR_THRESHOLD,0.160412,2021
212,USTAR_VUT,USTAR_PERCENTILE,83.75,2021
212,USTAR_VUT,USTAR_THRESHOLD,0.16191,2021
213,USTAR_VUT,USTAR_PERCENTILE,86.25,2021
213,USTAR_VUT,USTAR_THRESHOLD,0.166693,2021
214,USTAR_VUT,USTAR_PERCENTILE,88.75,2021
214,USTAR_VUT,USTAR_THRESHOLD,0.177424,2021
215,USTAR_VUT,USTAR_PERCENTILE,91.25,2021
215,USTAR_VUT,USTAR_THRESHOLD,0.181513,2021
216,USTAR_VUT,USTAR_PERCENTILE,93.75,2021
216,USTAR_VUT,USTAR_THRESHOLD,0.185366,2021
217,USTAR_VUT,USTAR_PERCENTILE,96.25,2021
217,USTAR_VUT,USTAR_THRESHOLD,0.185576,2021
218,USTAR_VUT,USTAR_PERCENTILE,98.75,2021
218,USTAR_VUT,USTAR_THRESHOLD,0.203462,2021
